UniprotID,GeneName,Schirmer_2003,Korfali_2010,Wilkie_2010,Korfali_2012,Korfali_2012_NE:MM-ratio,Cheng_2019,Cheng_2019_Score:Undiff,Cheng_2019_Score:Adipo,Cheng_2019_Score:Myo,#ProteomePapers
Q8WVX9,Far1,0,0,0,0,0.0,1,0.3942572648694425,0.2942869327967315,0.6968905959921793,1
Q9UNL2,Ssr3,0,0,0,0,0.0,1,0.7067864248964334,0.2563180646791257,0.6824505699551452,1
Q9GZP9,Derl2,0,0,0,0,0.0,1,0.612596773355513,0.2842606442675653,0.6929845278230442,1
Q9BX95,Sgpp1,0,0,0,0,0.0,1,0.582936558558706,0.3015477343455076,0.7585086412229604,1
Q96GC9,Vmp1,0,0,0,0,0.0,1,0.5556645709282901,0.2828256212946394,0.6492251884566105,1
O95674,Cds2,0,0,0,0,0.0,1,0.4932747293046672,0.2533821315089803,0.7440420023415726,1
Q9P2X0,Dpm3,0,0,0,0,0.0,1,0.4701243542989763,0.2247498968603296,0.7620253739442907,1
O14735,Cdipt,0,0,0,0,0.0,1,0.4187558622652401,0.1581919448684373,0.7620253600975486,1
Q5J8M3,Emc4,0,0,0,0,0.0,1,0.433102038411659,0.3349578336668765,0.78209842344379,1
Q8NHH9,Atl2,0,0,0,0,0.0,1,0.3935322655889872,0.3196117996747017,0.910840989657582,1
Q12981,Bnip1,0,0,0,0,0.0,1,0.7529368044621989,0.2690422143982169,0.8112306133704946,1
P67812,Sec11a,0,0,0,0,0.0,1,0.719140200382395,0.153213586448756,0.8265233090301293,1
Q9H490,Pigu,0,0,0,0,0.0,1,0.5965748965784788,0.3521075517764578,1.0,1
Q9NXW2,Dnajb12,0,0,0,0,0.0,1,0.5656814628261922,0.0,1.0,1
P56937,Hsd17b7,0,0,0,0,0.0,1,0.5447250764802085,0.2114957408918918,0.723067297353741,1
Q9Y673,Alg5,0,0,0,0,0.0,1,0.4314181890739736,0.3427153673066342,0.7361949234116206,1
P43307,Ssr1,0,0,0,0,0.0,1,0.506867789511436,0.3510409457015048,0.7110433276415038,1
Q8N4V1,Mmgt1,0,0,0,0,0.0,1,0.5026805643027951,0.3233557969899298,0.567328637454909,1
O15121,Degs1,0,0,0,0,0.0,1,0.500021988542558,0.2588178289047731,0.559839629204745,1
Q14318,Fkbp8,0,0,0,0,0.0,1,0.4732900573711637,0.309463190677769,0.5911536442925275,1
O95292,Vapb,0,0,0,0,0.0,1,0.4189459126858425,0.2122104347895677,0.5226771210641531,1
O15260,Surf4,0,0,0,0,0.0,1,0.3856672017373429,0.4923236564948989,0.6282811132373155,1
Q16611,Bak1,0,0,0,0,0.0,1,0.3561855131012945,0.1871792388011834,0.6456697606832938,1
Q9NRK6,Abcb10,0,0,0,0,0.0,1,0.2922225359826977,0.2299750438123825,0.6250901958568804,1
Q9H9B4,Sfxn1,0,0,0,0,0.0,1,0.2897866261021648,0.1981125129076775,0.5428484858083245,1
Q8IXI1,Rhot2,0,0,0,0,0.0,1,0.2789324519903848,0.1959633805670985,0.5372333367843108,1
Q9UHQ4,Bcap29,0,0,0,0,0.0,1,0.3619244916211547,0.3329493749137354,0.6372828153045047,1
O75396,Sec22b,0,0,0,0,0.0,1,0.3559947085391176,0.5111015559218315,0.4730634020885371,1
Q9Y2H6,Fndc3a,0,0,0,0,0.0,1,0.3546011055733106,0.3006938765213413,0.6207320007385602,1
Q14573,Itpr3,0,0,0,0,0.0,1,0.3424974373155484,0.5150394852233343,0.6176220046181938,1
Q9H3N1,Tmx1,0,0,0,0,0.0,1,0.3347974691528363,0.342793494171866,0.5626067040864654,1
P39656,Ddost,0,0,0,0,0.0,1,0.3227555745777813,0.495221925015898,0.6312767436819068,1
Q5JTH9,Rrp12,0,0,0,0,0.0,1,0.3187471841982431,0.3329417757627484,0.6512229732867222,1
Q9NTJ5,Sacm1l,0,0,0,0,0.0,1,0.313044419409509,0.3614051751361914,0.5313170885835403,1
P61619,Sec61a1,0,0,0,0,0.0,1,0.2960429532670667,0.4980564653844734,0.5931965104056687,1
Q53GQ0,Hsd17b12,0,0,0,0,0.0,1,0.2953452243805023,0.3910584862608005,0.5802758526530309,1
P38435,Ggcx,0,0,0,0,0.0,1,0.286653736111902,0.5165519704155415,0.4454444817878324,1
O94966,Usp19,0,0,0,0,0.0,1,0.2759607248261088,0.4916103675332339,0.609867804755,1
Q9NRZ7,Agpat3,0,0,0,0,0.0,1,0.1928415448357904,0.3936820454433701,0.521356628156714,1
Q9Y696,Clic4,0,0,0,0,0.0,1,0.1740440276721261,0.3942130638546942,0.5453819069105977,1
Q9BUM1,G6pc3,0,0,0,0,0.0,1,0.1699259973616671,0.4578649245669641,0.5197184316566296,1
Q03518,Tap1,0,0,0,0,0.0,1,0.1378110409142575,0.4814782523778101,0.6383848720796341,1
Q9P246,Stim2,0,0,0,0,0.0,1,0.1374141220828607,0.4153858193807951,0.5820621968035449,1
O15269,Sptlc1,0,0,0,0,0.0,1,0.4237692107405331,0.4222691040401596,0.551237564305383,1
Q13563,Pkd2,0,0,0,0,0.0,1,0.4048120698101871,0.4436934931270808,0.5569454311515121,1
Q8N766,Emc1,0,0,0,0,0.0,1,0.3903945914569902,0.468423237247864,0.6348887674753785,1
Q9Y3Q3,Tmed3,0,0,0,0,0.0,1,0.3895658285201606,0.4481721220623684,0.6721152297973346,1
Q9NW15,Ano10,0,0,0,0,0.0,1,0.3783313970420222,0.3851470561366619,0.6303561811608868,1
Q6UW02,Cyp20a1,0,0,0,0,0.0,1,0.3468537712412936,0.4029614975060553,0.5963658374582397,1
O00299,Clic1,0,0,0,0,0.0,1,0.3876333785467745,0.7124545718039986,0.69993589155825,1
Q8TCT9,Hm13,0,0,0,0,0.0,1,0.2536773130612306,0.7197176734930979,0.65306381998403,1
O15533,Tapbp,0,0,0,0,0.0,1,0.3796008669041399,0.5415817804905466,0.5559246678636337,1
Q96S52,Pigs,0,0,0,0,0.0,1,0.5104177313395706,0.5893349230730678,0.4492383610106503,1
P21964,Comt,0,0,0,0,0.0,1,0.492031426698363,0.6153026923620656,0.4587838764798649,1
P04844,Rpn2,0,0,0,0,0.0,1,0.4539784467020061,0.5561469946854304,0.5023870353637943,1
P19224,Ugt1a6,0,0,0,0,0.0,1,0.4273814680965045,0.5985259255996135,0.4722780928867713,1
Q13724,Mogs,0,0,0,0,0.0,1,0.4227365071498642,0.5717053919192088,0.3743176542022516,1
Q5BJH7,Yif1b,0,0,0,0,0.0,1,0.4018360549862869,0.6466208388755088,0.5176372773248945,1
Q9Y282,Ergic3,0,0,0,0,0.0,1,0.3986377567825456,0.6635882614982213,0.3620261694566856,1
Q9P035,Hacd3,0,0,0,0,0.0,1,0.2936304874157772,0.5853406691388819,0.3873795671419939,1
O60831,Praf2,0,0,0,0,0.0,1,0.2762089803896109,0.5067052019524867,0.3774133291576496,1
O75915,Arl6ip5,0,0,0,0,0.0,1,0.2575816354793525,0.6144760511981074,0.4185367096471397,1
Q5T9L3,Wls,0,0,0,0,0.0,1,0.3875570108259908,0.669192508823605,0.3627337973907109,1
Q9NRZ5,Agpat4,0,0,0,0,0.0,1,0.3624533320361666,0.5955827027996252,0.2697326911742356,1
P28845,Hsd11b1,0,0,0,0,0.0,1,0.3272526501741317,0.6702966246020005,0.4684612629501811,1
P12235,Slc25a4,0,0,0,0,0.0,1,0.3237106957073485,0.3292107650566603,0.5424163073898848,1
O95139,Ndufb6,0,0,0,0,0.0,1,0.2972939210088968,0.5275499108889046,0.4025747513213232,1
O75746,Slc25a12,0,0,0,0,0.0,1,0.2468175668372582,0.3787549541353863,0.5157061614002317,1
Q8TB61,Slc35b2,0,0,0,0,0.0,1,0.2349471478919516,0.3754146144267667,0.547505985700968,1
Q13190,Stx5,0,0,0,0,0.0,1,0.2286773775311925,0.2636263046630236,0.5706216076833543,1
Q8N2K0,Abhd12,0,0,0,0,0.0,1,0.1804589734400727,0.4351390578705428,0.5898744909987456,1
Q15363,Tmed2,0,0,0,0,0.0,1,0.4825939830747057,0.5121756293673885,0.4414333512952611,1
Q92832,Nrp1,0,0,0,0,0.0,1,0.4240042525153355,0.5046156136823318,0.3855741576870387,1
O60427,Fads1,0,0,0,0,0.0,1,0.4098623148330246,0.2400543454268779,0.5363003170535189,1
Q96G23,Cers2,0,0,0,0,0.0,1,0.4012482797071949,0.45019277347406,0.5821763961840166,1
Q15738,Nsdhl,0,0,0,0,0.0,1,0.3853799496288599,0.330219634854365,0.5092873686743455,1
Q6Y288,B3glct,0,0,0,0,0.0,1,0.2721140158895625,0.3887564716769565,0.7687438569855266,1
Q06136,Kdsr,0,0,0,0,0.0,1,0.2534932112285837,0.4206950604055223,0.7206570367551224,1
Q6NUK1,Slc25a24,0,0,0,0,0.0,1,0.2527818279956235,0.5327314317736304,0.8433502882475583,1
Q93063,Ext2,0,0,0,0,0.0,1,0.1499357950999442,0.3459056413866605,0.9121047455799758,1
Q6P9B9,Ints5,0,0,0,0,0.0,1,0.085017473407234,0.5009918017896273,1.0,1
Q16850,Cyp51a1,0,0,0,0,0.0,1,0.1888294420324022,0.3838095596376495,0.7054787554965268,1
Q8NBI6,Xxylt1,0,0,0,0,0.0,1,0.0676066443451244,0.743561945195669,0.7953987980658713,1
Q8TCG5,Cpt1c,0,0,0,0,0.0,1,0.0,0.7885268391784975,0.6423110108533655,1
Q5T4S7,Ubr4,0,0,0,0,0.0,1,0.0,0.7701583159764224,0.6234200784662774,1
Q9Y6A9,Spcs1,0,0,0,0,0.0,1,0.6945938701150635,0.4240249716619742,0.8363706478163525,1
P42167,Tmpo,0,0,0,0,0.0,1,0.8639340673243134,0.5954877292423902,0.684320016785222,1
O75787,Atp6ap2,0,0,0,0,0.0,1,0.7678649415459194,0.5347589529779696,0.7952695000175611,1
Q9NYL4,Fkbp11,0,0,0,0,0.0,1,0.7039904592783924,0.538712058530309,0.3695021990201585,1
Q96KA5,Clptm1l,0,0,0,0,0.0,1,0.6641785680928308,0.4044279400740068,0.5788492564777727,1
Q15005,Spcs2,0,0,0,0,0.0,1,0.61434078307377,0.4282334723574134,0.6670545579470933,1
P57088,Tmem33,0,0,0,0,0.0,1,0.5893676267848835,0.4910548451489743,0.77435954102685,1
Q96A33,Ccdc47,0,0,0,0,0.0,1,0.5687109410480222,0.3586917058505621,0.6385182796015938,1
Q92643,Pigk,0,0,0,0,0.0,1,0.5534451633278333,0.4422088895007166,0.6519232430506403,1
Q9H0V9,Lman2l,0,0,0,0,0.0,1,0.6532990047103129,0.3853089006818289,0.7484211209015902,1
Q03519,Tap2,0,0,0,0,0.0,1,0.5694770134509111,0.5591246419476503,0.5976794016360408,1
O15270,Sptlc2,0,0,0,0,0.0,1,0.5065488627209218,0.3464464713336366,0.5985847156049946,1
Q9NPA0,Emc7,0,0,0,0,0.0,1,0.4830846816811352,0.5062788824016136,0.6005942183828227,1
P51648,Aldh3a2,0,0,0,0,0.0,1,0.4799169757361643,0.5380672505201762,0.6246346165067813,1
Q8TCJ2,Stt3b,0,0,0,0,0.0,1,0.4770809157580422,0.3718605281409573,0.5818734196012297,1
Q15155,Nomo1,0,0,0,0,0.0,1,0.4694511846186269,0.3885242167101704,0.6156242576255558,1
Q9HCU5,Preb,0,0,0,0,0.0,1,0.4594410762531696,0.4879354901948952,0.5531533923483856,1
Q9UBV2,Sel1l,0,0,0,0,0.0,1,0.4459516320054818,0.425896382838655,0.6346946232419641,1
O95470,Sgpl1,0,0,0,0,0.0,1,0.4304350121943971,0.4604516895405013,0.5959521466544081,1
Q9UBM7,Dhcr7,0,0,0,0,0.0,1,0.424719162188365,0.4088222154255653,0.6485798893789771,1
Q2PZI1,Dpy19l1,0,0,0,0,0.0,1,0.6364288748026375,0.6799167918735626,0.5311329458265336,1
Q9UGP8,Sec63,0,0,0,0,0.0,1,0.6013806325282003,0.5098896019654102,0.5025837637089232,1
Q12797,Asph,0,0,0,0,0.0,1,0.5980681639930215,0.3787779287878335,0.4625889488948112,1
Q9HD20,Atp13a1,0,0,0,0,0.0,1,0.5947681864541503,0.3919756810384505,0.4528020695338674,1
Q6UWP7,Lclat1,0,0,0,0,0.0,1,0.544603742646678,0.353736465512645,0.5958115957915735,1
Q14165,Mlec,0,0,0,0,0.0,1,0.5122223398494814,0.3987404731512448,0.526180979251005,1
O75844,Zmpste24,0,0,0,0,0.0,1,0.4816772964616644,0.4028195193155594,0.6259700800321932,1
P35610,Soat1,0,0,0,0,0.0,1,0.5223417088555216,0.7800501644692595,0.6777913062678377,1
Q9P0I2,Emc3,0,0,0,0,0.0,1,0.5122544400221613,0.4257234811960609,0.4897594705293096,1
Q96HA1,Pom121,0,0,0,0,0.0,1,0.990009403569598,0.9386909886978247,1.0,1
Q86Y07,Vrk2,0,0,0,0,0.0,1,0.9333018522775804,0.730168943563495,0.9074522068438592,1
Q14728,Mfsd10,0,0,0,0,0.0,1,0.8988002430764684,0.6870804112924817,0.8869313133412086,1
O43292,Gpaa1,0,0,0,0,0.0,1,0.6716569761739278,0.5952643880632975,0.944520531844664,1
